matsub01,images/thumb/math/subtraction_gr201.png,,,,,
matadd01,images/thumb/math/addition-Gr-2-01.png,,,,,
mattim01,images/thumb/math/Thumbnail_Math_Gr03_Times01.png,,,,,
scimbh01,images/thumb/science/thumnail_gr_3_mero_bhumeka01.png,,,,,
scicow01,images/thumb/science/thumbnail.png,,,,,
scisad01,images/thumb/science/thumnail_gr3_smoking_and_drinking01.png,,,,,
scisol01,images/main/science/Grade8/Grade8-soil.png,,,,,
scisaf01,images/thumb/science/thumnail_gr3_shapes_and_sizes01.png,,,,,
sciort01,images/thumb/science/thumbnail_for_our_rights_1.png,,,,,
scimed01,images/thumb/nepali/thumnail_gr03_mero_ek_din01.png,,,,,
scitom01,images/thumb/science/Types-of-matters-Gr-301.png,,,,,
sciwtr01,images/thumb/science/thumnail_gr_3_weather01.png,,,,,
scisav01,images/thumb/science/thumnail_gr_3_bachat_garau01.png,,,,,
scidnw01,images/thumb/science/Thumbnail_Degradable-and-Nondegradable_gr3_01.png,,,,,
scifch01,images/thumb/science/thumnail_gr03_food_chain01.png,,,,,
scioeh01,images/thumb/science/thumnail_gr03_our_earth01.png,,,,,
scienp01,images/thumb/science/thumnail_gr_3_environment-pollution01.png,,,,,
engsms01,images/thumb/english/simple_messages_gr3_1.png,,,,,
engpms01,images/thumb/english/thumbnail_eng-3_permission01.png,,,,,
engaiv01,images/thumb/english/thumbnail-file-1-animal-in-village.png,,,,,
engesf01,images/thumb/english/thumbnail_eng-3_sentence_formation01.png,,,,,
engfrf01,images/thumb/english/friends_and_fruits_grade_3_thumbnail_1.png,,,,,
engraj01,images/thumb/english/thumbnail_eng-3_what_raju_disliked01.png,,,,,
mattme01,images/thumb/math/Thumbnail_Math_Gr_1_times_02.png,,,,,
matgss01,images/thumb/math/Thumbnail_Math_Gr_1_basic_geometric_shapes_01.png,,,,,
matntw01,images/thumb/math/Thumbnail_Math_Gr_1_Number1-20_01.png,,,,,
matnhd01,images/thumb/math/Thumbnail_Math_Gr_1_Number50-100_01.png,,,,,
matone01,images/thumb/math/Thumbnail_Math_gr1_odd_and_even_02.png,,,,,
matnft01,images/thumb/math/number1-5-gr-1-01.png,,,,,
nepcbd01,images/thumb/nepali/Thumbnail-1chandrabindu.png,,,,,
nsladu01,images/thumb/nepali/thumbnail-file-1-a-to-u.png,,,,,
nslada01,images/thumb/nepali/thumbnail-file-1-a-to-aham.png,,,,,
nslhad01,images/thumb/nepali/thumbnail-file-1-ri-to-aham.png,,,,,
nslkdg01,images/thumb/nepali/thumbnail-file-1-ka-to-gya.png,,,,,
nslkdy01,images/thumb/nepali/thumbnail-file-1-ka-to-nya.png,,,,,
nsljrb01,images/thumb/nsl/thumbnail-Animals-and-plants-1.png,,,,,
nslbpt01,images/thumb/nsl/thumnail_nsl_bodyparts_cleanliness01.png,,,,,
nslkri01,images/thumb/nsl/thumnail_nsl_action01.png,,,,,
nslmmp01,images/thumb/nepali/thumbnail-file-1.png,,,,,
nslrra01,images/thumb/nsl/colours_and_shapes01.png,,,,,
dsykak01,images/thumb/dyslexia/thumbnail_ka_kaa_ke_kee01.png,,,,,
dsykap01,images/thumb/dyslexia/karma_ra_time_01.png,,,,,
dsyrsi01,images/thumb/dyslexia/thumbnail_rang_sikau01.png,,,,,
dsyotf01,images/thumb/dyslexia/thumnail_nsl_1_to_5_samma01.png,,,,,
