5SS09.06,Social Studies,Arts,Music,Vocal Music
5SS09.07,Social Studies,Arts,Dance,Folk Dance
5SS09.08,Social Studies,Arts,Dance,Folk Dance
5SS09.09,Social Studies,Arts,Dance,Folk Dance
5SS09.10,Social Studies,Arts,Dance,Folk Dance
5SS09.11,Social Studies,Arts,Dance,Folk Dance
5SS09.12,Social Studies,Arts,Dance,Folk Dance
5SS09.13,Social Studies,Arts,Drama,Acting
6SS01.01,Social Studies,Community,Other Community,
6SS01.02,Social Studies,Community,Social Organization,Other Social Organization
6SS01.03,Social Studies,Community,Social Organization,Neighborhood
6SS01.04,Social Studies,Community,Government,Local
6SS01.05,Social Studies,Community,Government,Local
6SS01.06,Social Studies,Community,Education,Other Education
6SS01.07,Science,Medicine,Othr Medicine,
6SS02.01,Social Studies,Community,Everyday Life,Celebrations
6SS02.02,Social Studies,Community,Social Organization,Citizenship
6SS02.03,Social Studies,Community,Everyday Life,Diversity
6SS02.04,Social Studies,Community,Everyday Life,Customs
6SS02.05,Social Studies,Beliefs,Religions,
6SS02.06,Social Studies,History,Nepal,Famous Persons
6SS03.01,Social Studies,Issues,Human Rights,Caste
6SS03.02,Social Studies,Issues,Human Rights,Girls & Women
6SS03.03,Social Studies,Issues,Other Issues,Addiction
6SS03.04,Social Studies,Community,Social Organization,Solutions
6SS03.05,Social Studies,Community,Social Organization,Mutual Help
6SS03.06,Social Studies,Community,Psychology,Respect
6SS04.01,Social Studies,Community,Government,National
6SS04.02,Social Studies,Community,Social Organization,Citizenship
6SS04.03,Social Studies,Community,Social Organization,Citizenship
6SS04.04,Social Studies,Community,Social Organization,Citizenship
6SS04.05,Social Studies,Community,Social Organization,Laws
6SS04.06,Social Studies,Community,Government,National
6SS04.07,Social Studies,Community,Government,National
6SS05.01,Science,Earth,Other Earth,About
6SS05.02,Social Studies,Geography,Maps,
6SS05.03,Social Studies,Geography,Asia,Nepal
6SS05.04,Social Studies,Geography,Asia,Nepal
6SS05.05,Social Studies,Community,Everyday Life,Other Everyday Life
6SS05.06,Social Studies,Geography,Maps,Country
6SS05.07,Social Studies,Geography,Maps,Continents
6SS05.08,Science,Earth,Climate,Climate Change
6SS05.09,Social Studies,Community,Social Organization,Solutions
6SS06.01,Social Studies,History,Nepal,Geography
6SS06.02,Social Studies,History,Nepal,Geography
6SS06.03,Social Studies,History,Nepal,Politics
6SS06.04,Social Studies,History,Nepal,Other Nepal
6SS06.05,Social Studies,History,Nepal,Other Nepal
6SS06.06,Social Studies,History,Other Countries,
6SS06.07,Social Studies,History,Other Countries,
6SS07.01,Social Studies,Economy,Other Economy,Sustainable Development
6SS07.02,Social Studies,Economy,Agriculture,Farming
6SS07.03,Social Studies,Economy,Agriculture,Farming
6SS07.04,Social Studies,Economy,Occupations,Service
6SS07.05,Social Studies,Economy,Occupations,Service
6SS08.01,Social Studies,Community,Government,National
6SS08.02,Social Studies,History,Nepal,International Relations
6SS08.03,Social Studies,History,Nepal,International Relations
6SS08.04,Social Studies,History,Nepal,International Relations
6SS08.05,Social Studies,History,Nepal,International Relations
6SS09.01,Social Studies,Economy,Other Economy,Population
6SS09.02,Social Studies,Economy,Other Economy,Population
6SS09.03,Social Studies,Economy,Other Economy,Population
6SS09.04,Social Studies,Economy,Other Economy,Population
6SS09.05,Social Studies,Economy,Other Economy,Population
6SS10.01,Social Studies,Economy,Other Economy,Population
6SS10.02,Social Studies,Economy,Other Economy,Population
6SS10.03,Social Studies,Economy,Other Economy,Population
6SS10.04,Social Studies,Economy,Other Economy,Population
6SS10.05,Social Studies,Economy,Other Economy,Population
7SS01.01,Social Studies,Community,Government,Local
7SS01.02,Social Studies,Community,Government,Local
7SS01.03,Social Studies,Community,Government,Local
7SS01.04,Social Studies,Community,Government,Local
7SS01.05,Social Studies,Economy,Other Economy,Sustainable Development
7SS01.06,Social Studies,,,
7SS01.07,Social Studies,,,
7SS02.01,Social Studies,Community,Education,Other Education
7SS02.02,Science,Medicine,Specialties,Public Health
7SS02.03,Social Studies,Transportation,Other Transportation,
7SS02.04,Social Studies,Issues,Communication,
7SS02.05,Social Studies,Issues,Other Issues,Electric Power
7SS02.06,Science,Earth,Oceans & Water,Fresh Water
7SS02.07,Social Studies,,,
7SS02.08,Social Studies,,,
7SS03.01,Social Studies,Community,Everyday Life,Diversity
7SS03.02,Social Studies,Community,Everyday Life,Celebrations
7SS03.03,Social Studies,Community,Social Organization,Citizenship
7SS03.04,Social Studies,Community,Government,National
7SS03.05,Social Studies,History,Nepal,Famous Persons
7SS03.06,Social Studies,Community,Social Organization,Leaders
7SS03.07,Social Studies,,,
7SS03.08,Social Studies,,,
7SS04.01,Social Studies,Community,Everyday Life,Diversity
7SS04.02,Social Studies,Community,Social Organization,Mutual Help
7SS04.03,Social Studies,Issues,Human Rights,Girls & Women
7SS04.04,Social Studies,Beliefs,Myths,Superstitions
7SS04.05,Social Studies,Community,Social Organization,Solutions
7SS04.06,Social Studies,,,
7SS04.07,Social Studies,,,
7SS04.08,Social Studies,,,
7SS04.09,Social Studies,,,
7SS05.01,Social Studies,Community,Social Organization,Citizenship
7SS05.02,Social Studies,Community,Social Organization,Citizenship
7SS05.03,Social Studies,Community,Social Organization,Citizenship
7SS05.04,Social Studies,Community,Social Organization,Citizenship
7SS05.05,Social Studies,Community,Social Organization,Citizenship
7SS05.06,Social Studies,,,
7SS05.07,Social Studies,,,
7SS05.08,Social Studies,,,
7SS05.09,Social Studies,,,
7SS05.10,Social Studies,,,
7SS05.11,Social Studies,,,
7SS06.01,Science,Earth,Other Earth,About
7SS06.02,Social Studies,Geography,Europe,
7SS06.03,Social Studies,Geography,Oceania,
7SS06.04,Social Studies,Geography,Maps,
7SS06.05,Social Studies,Economy,Other Economy,Sustainable Development
7SS06.06,Social Studies,Economy,Other Economy,Sustainable Development
7SS06.07,Social Studies,Economy,Other Economy,Sustainable Development
7SS07.01,Social Studies,History,Nepal,History
7SS07.02,Social Studies,History,Nepal,Politics
7SS07.03,Social Studies,History,Nepal,Other Nepal
7SS07.04,Social Studies,History,Ancient,China
7SS07.05,Social Studies,History,Ancient,Mideast
7SS07.06,Social Studies,History,Ancient,Greece
7SS08.01,Social Studies,Earth,Other Earth,Natural Resources
7SS08.02,Social Studies,Economy,Agriculture,
7SS08.03,Social Studies,Economy,Business,
7SS08.04,Social Studies,Economy,Law,International Trade
7SS08.05,Social Studies,Economy,Occupations,Service
7SS09.01,Social Studies, History,Nepal,International Relations
7SS09.02,Social Studies, History,Nepal,International Relations
7SS09.03,Social Studies,History,Nepal,Geography
7SS09.04,Social Studies,History,Nepal,Conflicts
7SS09.05,Social Studies,History,Nepal,International Relations
