cl_lo	cl_hi	ch_id	nch_id	key1	key2	key3	key4	lang	src	ft	fn	nfn	dn	ndn	fp
9	9		9SS08.04	Social Studies	Economy	Business	Companies	np	CEHRD	mp3		C9 Social U8 L4  Aarthika Karyakalap ......_.B.mp3		C9 Social U8 L4  Aarthika Karyakalap ...... .B	../content/CEHRD/Class9/SocialStudies/
9	9		9SS08.05	Social Studies	Economy	Business	Companies	np	CEHRD	mp3		C9 Social U8 L5  Aarthika Karyakalap ......_.B.mp3		C9 Social U8 L5  Aarthika Karyakalap ...... .B	../content/CEHRD/Class9/SocialStudies/
9	9		9SS08.06	Social Studies	Economy	Business		np	CEHRD	mp3		C9 Social U8 L6  Aarthika Karyakalap ......_.B.mp3		C9 Social U8 L6  Aarthika Karyakalap ...... .B	../content/CEHRD/Class9/SocialStudies/
9	9		9SS08.07, 9SS08.08	Social Studies	Economy	Law		np	CEHRD	mp3		C9 Social U8 L7 n 8 Aarthika Karyakalap ......_.B.mp3		C9 Social U8 L7 n 8 Aarthika Karyakalap ...... .B	../content/CEHRD/Class9/SocialStudies/
9	9		9SS08.09, 9SS08.10	Social Studies	Economy	Business		np	CEHRD	mp3		C9 Social U8 L9 n 10  Aarthika Karyakalap ......_.B.mp3		C9 Social U8 L9 n 10  Aarthika Karyakalap ...... .B	../content/CEHRD/Class9/SocialStudies/
9	9		9SS08.11	Social Studies	Economy	Finance	Interest	np	CEHRD	mp3		C9 Social U8 L11  Aarthika Karyakalap ......_.B.mp3		C9 Social U8 L11  Aarthika Karyakalap ...... .B	../content/CEHRD/Class9/SocialStudies/
9	9		9SS08.12	Social Studies	Issues	Poverty		np	CEHRD	mp3		C9 Social U8 L12  Aarthika Karyakalap ......_.B.mp3		C9 Social U8 L12  Aarthika Karyakalap ...... .B	../content/CEHRD/Class9/SocialStudies/
9	9		9SS08.13, 9SS08.14	Social Studies	Community	People		np	CEHRD	mp3		C9 Social U8 L13 n 14   Aarthika Karyakalap ......_.B.mp3		C9 Social U8 L13 n 14   Aarthika Karyakalap ...... .B	../content/CEHRD/Class9/SocialStudies/
9	9		9SS08.15	Social Studies	Economy	Occupations	Other Occupations	np	CEHRD	mp3		C9 Social U8 L15 Aarthika Karyakalap ......_.B.mp3		C9 Social U8 L15 Aarthika Karyakalap ...... .B	../content/CEHRD/Class9/SocialStudies/
9	9		9SS09.01	Social Studies	History	Nepal	International Relations	np	CEHRD	mp3		C9 Social U9 L1 Hamro Aantrarastiya sambanda ......_.B.mp3		C9 Social U9 L1 Hamro Aantrarastiya sambanda ...... .B	../content/CEHRD/Class9/SocialStudies/
9	9		9SS09.02, 9SS09.03	Social Studies	History	Nepal	International Relations	np	CEHRD	mp3		C9 Social U9 L2 n 3 Hamro Aantrarastiya sambanda ......_.B.mp3		C9 Social U9 L2 n 3 Hamro Aantrarastiya sambanda ...... .B	../content/CEHRD/Class9/SocialStudies/
9	9		9SS09.04	Social Studies	History	Nepal	International Relations	np	CEHRD	mp3		C9 Social U9 L4 Hamro Aantrarastiya sambanda ......_.B.mp3		C9 Social U9 L4 Hamro Aantrarastiya sambanda ...... .B	../content/CEHRD/Class9/SocialStudies/
9	9		9SS09.05	Social Studies	History	Nepal	Events	np	CEHRD	mp3		C9 Social U9 L5 Hamro Aantrarastiya sambanda ......_.B.mp3		C9 Social U9 L5 Hamro Aantrarastiya sambanda ...... .B	../content/CEHRD/Class9/SocialStudies/
9	9		9S06	Science	Physics	Other Physics	Sound	np	CEHRD	mp3		G9_1Sci_U 6_Sound_I_F.mp3		G9 1Sci U 6 Sound I F	../content/CEHRD/Class9/Science/
9	9		9S06	Science	Physics	Other Physics	Sound	np	CEHRD	mp3		G9_2Sci_U_Sound_II_F.mp3		G9 2Sci U Sound II F	../content/CEHRD/Class9/Science/
9	9		9S07	Science	Physics	Electricity & Electronics	Electricity	np	CEHRD	mp3		G9_3Sci_U_Elect&Magnet_I_F.mp3		G9 3Sci U Elect&Magnet I F	../content/CEHRD/Class9/Science/
9	9		9S24	Science	Astronomy	Solar System		np	CEHRD	mp3		G9_4Sci_U_Earth_ in_universe_F.mp3		G9 4Sci U Earth  in universe F	../content/CEHRD/Class9/Science/
9	9		9S24	Science	Astronomy	Solar System		np	CEHRD	mp3		G9_5Sci_U_Earth_ in_universe_II_F.mp3		G9 5Sci U Earth  in universe II F	../content/CEHRD/Class9/Science/
9	9		9S24	Science	Astronomy	Solar System		np	CEHRD	mp3		G9_6Sci_U_Earth_ in_universe_III_F.mp3		G9 6Sci U Earth  in universe III F	../content/CEHRD/Class9/Science/
9	9		9S07	Science	Physics	Electricity & Electronics	Electricity	np	CEHRD	mp3		G9_9Sci_U7 _Electricity_F.mp3		G9 9Sci U7  Electricity F	../content/CEHRD/Class9/Science/
9	9		9S07	Science	Physics	Electricity & Electronics	Electricity	np	CEHRD	mp3		G9_10Sci_U_ElectricityII_F.mp3		G9 10Sci U ElectricityII F	../content/CEHRD/Class9/Science/
9	9		9S06	Science	Physics	Other Physics	Sound	np	CEHRD	mp3		G9_11Sci_U_Sound_III_F.mp3		G9 11Sci U Sound III F	../content/CEHRD/Class9/Science/
9	9		9S06	Science	Physics	Other Physics	Sound	np	CEHRD	mp3		G9_12Sci_U_Sound_IV_F.mp3		G9 12Sci U Sound IV F	../content/CEHRD/Class9/Science/
9	9		9S18	Science	Biology	Other Biology	Life Processes	np	CEHRD	mp3		G9_13Sci_U_18System_I_F.mp3		G9 13Sci U 18System I F	../content/CEHRD/Class9/Science/
9	9		9S12	Science	Chemistry	Metal		np	CEHRD	mp3		G9_14Sci_U_12Metal_I_F.mp3		G9 14Sci U 12Metal I F	../content/CEHRD/Class9/Science/
9	9		9S18	Science	Biology	Other Biology	Life Processes	np	CEHRD	mp3		G9_15Sci_U_18System_II_F.mp3		G9 15Sci U 18System II F	../content/CEHRD/Class9/Science/
9	9		9S18	Science	Biology	Other Biology	Life Processes	np	CEHRD	mp3		G9_16Sci_U_18Human Body_F.mp3		G9 16Sci U 18Human Body F	../content/CEHRD/Class9/Science/
9	9		9S18	Science	Biology	Other Biology	Life Processes	np	CEHRD	mp3		G9_17Sci_U_18Excretion_F.mp3		G9 17Sci U 18Excretion F	../content/CEHRD/Class9/Science/
9	9		9S18	Science	Biology	Other Biology	Life Processes	np	CEHRD	mp3		G9_18Sci_U_18 Nutrition_F.mp3		G9 18Sci U 18 Nutrition F	../content/CEHRD/Class9/Science/
9	9		9S15	Science	Chemistry	Other Chemistry		np	CEHRD	mp3		G9_19Sci_U_15Fertilizer_I_F.mp3		G9 19Sci U 15Fertilizer I F	../content/CEHRD/Class9/Science/
9	9		9S15	Science	Chemistry	Other Chemistry		np	CEHRD	mp3		G9_20Sci_U_15Fertilizer_II_F.mp3		G9 20Sci U 15Fertilizer II F	../content/CEHRD/Class9/Science/
9	9		9S18	Science	Biology	Other Biology	Life Processes	np	CEHRD	mp3		G9_21Sci_U_18RespiratorySystem_F.mp3		G9 21Sci U 18RespiratorySystem F	../content/CEHRD/Class9/Science/
9	9		9S18	Science	Biology	Other Biology	Life Processes	np	CEHRD	mp3		G9_22Sci_U_18SkeletonSystem_F.mp3		G9 22Sci U 18SkeletonSystem F	../content/CEHRD/Class9/Science/
9	9		9S19	Science	Biology	Organs Animal		np	CEHRD	mp3		G9_U 19  Ear and Tongue_.B.mp3		G9 U 19  Ear and Tongue .B	../content/CEHRD/Class9/Science/
9	9		9S19	Science	Biology	Organs Animal		np	CEHRD	mp3		G9_U 19  Eye _.B.mp3		G9 U 19  Eye  .B	../content/CEHRD/Class9/Science/
9	9		9S21	Science	Earth	Other Earth	Environment	np	CEHRD	mp3		G9_U_21  Factors influencing in the plants and animals _.B.mp3		G9 U 21  Factors influencing in the plants and animals  .B	../content/CEHRD/Class9/Science/
9	9		9S21	Science	Earth	Other Earth	Environment	np	CEHRD	mp3		G9_U_21  Factors influencing in the plants and animals 2 _.B.mp3		G9 U 21  Factors influencing in the plants and animals 2  .B	../content/CEHRD/Class9/Science/
9	9		9S21	Science	Earth	Other Earth	Environment	np	CEHRD	mp3		G9_U_21 Ecosystem  _.B.mp3		G9 U 21 Ecosystem   .B	../content/CEHRD/Class9/Science/
9	9		9S22	Science	Earth	Natural Disasters		np	CEHRD	mp3		G9_U_22 Glacier flood, cyclone_.B.mp3		G9 U 22 Glacier flood, cyclone .B	../content/CEHRD/Class9/Science/
9	9		9S22	Science	Earth	Natural Disasters		np	CEHRD	mp3		G9_U_22 Natural Hadard _.B.mp3		G9 U 22 Natural Hadard  .B	../content/CEHRD/Class9/Science/
9	9		9S23	Science	Earth	Climate	Climate Change	np	CEHRD	mp3		G9_U_23 Climate change_.B.mp3		G9 U 23 Climate change .B	../content/CEHRD/Class9/Science/
9	9		9S23	Science	Earth	Climate	Climate Change	np	CEHRD	mp3		G9_U_23 Green house effect and artificial _.B.mp3		G9 U 23 Green house effect and artificial  .B	../content/CEHRD/Class9/Science/
9	9		9S01	Science	Measurement			np	CEHRD	mp3		Science C9 U1 Measurement 2076.07.25 _.B.mp3		Science C9 U1 Measurement 2076.07.25  .B	../content/CEHRD/Class9/Science/
9	9		9S02	Science	Physics	Forces		np	CEHRD	mp3		Science C9 U2 Force 2076.07.24 ( Newton's Laws of Motion.....)_.B.mp3		Science C9 U2 Force 2076.07.24   Newton's Laws of Motion.....  .B	../content/CEHRD/Class9/Science/
9	9		9S02	Science	Physics	Forces		np	CEHRD	mp3		Science C9 U2 Force I 2076.07.24 ( Speed,motion, velocity.....)_.B.mp3		Science C9 U2 Force I 2076.07.24   Speed,motion, velocity.....  .B	../content/CEHRD/Class9/Science/
9	9		9S03	Science	Technology	Mechanical	Machines	np	CEHRD	mp3		Science C9 U3 Machine 2076.07.24 (Mechanical Advantage,velocity ration, efficiency....)_.B.mp3		Science C9 U3 Machine 2076.07.24  Mechanical Advantage,velocity ration, efficiency....  .B	../content/CEHRD/Class9/Science/
9	9		9S03	Science	Technology	Mechanical	Machines	np	CEHRD	mp3		Science C9 U3 Machine 2076.07.24 (Pully,Inclined plane, wheel and axle....)_.B.mp3		Science C9 U3 Machine 2076.07.24  Pully,Inclined plane, wheel and axle....  .B	../content/CEHRD/Class9/Science/
9	9		9S04	Science	Physics	Forces	Work & Energy & Power	np	CEHRD	mp3		Science C9 U4 Work, Energy and power 2076.07.25 (work against Friction........)_.B.mp3		Science C9 U4 Work, Energy and power 2076.07.25  work against Friction........  .B	../content/CEHRD/Class9/Science/
9	9		9S04	Science	Physics	Forces	Work & Energy & Power	np	CEHRD	mp3		Science C9 U4 Work, Energy and power 2076.07.25Energy, Potential energy........)_.B.mp3		Science C9 U4 Work, Energy and power 2076.07.25Energy, Potential energy........  .B	../content/CEHRD/Class9/Science/
9	9		9S05	Science	Physics	Electromagnetism	Light	np	CEHRD	mp3		Science C9 U5 Light   2076.07.25 (Electromagnetic wave, x-ray, ultraviolet ray)_.B.mp3		Science C9 U5 Light   2076.07.25  Electromagnetic wave, x-ray, ultraviolet ray  .B	../content/CEHRD/Class9/Science/
9	9		9S05	Science	Physics	Electromagnetism	Light	np	CEHRD	mp3		Science C9 U5 Light I  2076.07.26 _.B.mp3		Science C9 U5 Light I  2076.07.26  .B	../content/CEHRD/Class9/Science/
9	9		9S05	Science	Physics	Electromagnetism	Light	np	CEHRD	mp3		Science C9 U5 Light II  2076.07.26 _.B.mp3		Science C9 U5 Light II  2076.07.26  .B	../content/CEHRD/Class9/Science/
9	9		9S08	Science	Chemistry	Periodic Table		np	CEHRD	mp3		Science C9 U8 Classification of elements  2076.07.26 (Chemical Bond)_.B.mp3		Science C9 U8 Classification of elements  2076.07.26  Chemical Bond  .B	../content/CEHRD/Class9/Science/
9	9		9S08	Science	Chemistry	Periodic Table		np	CEHRD	mp3		Science C9 U8 Classification of elements  2076.07.26 (Element and compound,......duplet)_.B.mp3		Science C9 U8 Classification of elements  2076.07.26  Element and compound,......duplet  .B	../content/CEHRD/Class9/Science/
9	9		9S09	Science	Chemistry	Other Chemistry		np	CEHRD	mp3		Science C9 U9 Chemical Reaction   2076.08.01 _.B.mp3		Science C9 U9 Chemical Reaction   2076.08.01  .B	../content/CEHRD/Class9/Science/
9	9		9S10	Science	Chemistry	Other Chemistry		np	CEHRD	mp3		Science C9 U10 Solubility Part 1  2076.08.01 _.B.mp3		Science C9 U10 Solubility Part 1  2076.08.01  .B	../content/CEHRD/Class9/Science/
9	9		9S10	Science	Chemistry	Other Chemistry		np	CEHRD	mp3		Science C9 U10 Solubility Part 2  2076.08.01 _.B.mp3		Science C9 U10 Solubility Part 2  2076.08.01  .B	../content/CEHRD/Class9/Science/
9	9		9S11	Science	Physics	Materials	Gas	np	CEHRD	mp3		Science C9 U11 Some gases   2076.08.01 (Nitrogen Gas)_.B.mp3		Science C9 U11 Some gases   2076.08.01  Nitrogen Gas  .B	../content/CEHRD/Class9/Science/
9	9		9S11	Science	Physics	Materials	Gas	np	CEHRD	mp3		Science C9 U11 Some gases   2076.08.03 (Hydrogen Gas)_.B.mp3		Science C9 U11 Some gases   2076.08.03  Hydrogen Gas  .B	../content/CEHRD/Class9/Science/
9	9		9S11	Science	Physics	Materials	Gas	np	CEHRD	mp3		Science C9 U11 Some gases   2076.08.03 (Oxygen Gas)_.B.mp3		Science C9 U11 Some gases   2076.08.03  Oxygen Gas  .B	../content/CEHRD/Class9/Science/
9	9		9S12	Science	Chemistry	Metal		np	CEHRD	mp3		Science C9 U12 Metal   2076.08.01 _.B.mp3		Science C9 U12 Metal   2076.08.01  .B	../content/CEHRD/Class9/Science/
9	9		9S13	Science	Chemistry	Elements	Carbon	np	CEHRD	mp3		Science C9 U13 Carbon and its compounds  2076.08.01(Organic and inorganic compounds) _.B.mp3		Science C9 U13 Carbon and its compounds  2076.08.01 Organic and inorganic compounds   .B	../content/CEHRD/Class9/Science/
9	9		9S13	Science	Chemistry	Elements	Carbon	np	CEHRD	mp3		Science C9 U13 Carbon and its compounds  2076.08.01(Sources of carbon) _.B.mp3		Science C9 U13 Carbon and its compounds  2076.08.01 Sources of carbon   .B	../content/CEHRD/Class9/Science/
9	9		9S14	Science	Earth	Oceans & Water	Other Oceans & Water	np	CEHRD	mp3		Science C9 U14 Water   2076.08.01 (Sources of water)_.B.mp3		Science C9 U14 Water   2076.08.01  Sources of water  .B	../content/CEHRD/Class9/Science/
9	9		9S14	Science	Earth	Oceans & Water	Other Oceans & Water	np	CEHRD	mp3		Science C9 U14 Water   2076.08.03 (Types of water)_.B.mp3		Science C9 U14 Water   2076.08.03  Types of water  .B	../content/CEHRD/Class9/Science/
9	9		9S16	Science	Biology	Other Biology	Scientific Classification	np	CEHRD	mp3		Science C9 U16 Classification of Plants and animals  2076.07.25 (Five kingdom system)_.B.mp3		Science C9 U16 Classification of Plants and animals  2076.07.25  Five kingdom system  .B	../content/CEHRD/Class9/Science/
9	9		9S16	Science	Biology	Other Biology	Scientific Classification	np	CEHRD	mp3		Science C9 U16 Classification of Plants and animals  2076.08.09 (flowering plants)_.B.mp3		Science C9 U16 Classification of Plants and animals  2076.08.09  flowering plants  .B	../content/CEHRD/Class9/Science/
9	9		9S16	Science	Biology	Other Biology	Scientific Classification	np	CEHRD	mp3		Science C9 U16 Classification of Plants and animals  2076.08.09 (Inertebrate animals)_.B.mp3		Science C9 U16 Classification of Plants and animals  2076.08.09  Inertebrate animals  .B	../content/CEHRD/Class9/Science/
9	9		9S16	Science	Biology	Other Biology	Scientific Classification	np	CEHRD	mp3		Science C9 U16 Classification of Plants and animals  2076.08.09 (Life cycle of Mosquito)_.B.mp3		Science C9 U16 Classification of Plants and animals  2076.08.09  Life cycle of Mosquito  .B	../content/CEHRD/Class9/Science/
9	9		9S16	Science	Biology	Other Biology	Scientific Classification	np	CEHRD	mp3		Science C9 U16 Classification of Plants and animals  2076.08.09 (Vertebrate animals)_B.mp3		Science C9 U16 Classification of Plants and animals  2076.08.09  Vertebrate animals  B	../content/CEHRD/Class9/Science/
9	9		9S17	Science	Biology	Other Biology	Natural Selection	np	CEHRD	mp3		Science C9 U17 Adaptation of Organisms   2076.08.03 (Bacteria and Fungi)_.B.mp3		Science C9 U17 Adaptation of Organisms   2076.08.03  Bacteria and Fungi  .B	../content/CEHRD/Class9/Science/
9	9		9S17	Science	Biology	Other Biology	Natural Selection	np	CEHRD	mp3		Science C9 U17 Adaptation of Organisms   2076.08.03 (Virus)_.B.mp3		Science C9 U17 Adaptation of Organisms   2076.08.03  Virus  .B	../content/CEHRD/Class9/Science/
9	9		9S17	Science	Biology	Other Biology	Natural Selection	np	CEHRD	mp3		Science C9 U17 Adaptation of Organisms   2076.08.03 _.B.mp3		Science C9 U17 Adaptation of Organisms   2076.08.03  .B	../content/CEHRD/Class9/Science/
9	9		9S20	Science	Biology	Other Biology	Evolution	np	CEHRD	mp3		Science C9 U20 Evolution - I 2076.08.09_.B.mp3		Science C9 U20 Evolution - I 2076.08.09 .B	../content/CEHRD/Class9/Science/
9	9		9S20	Science	Biology	Other Biology	Evolution	np	CEHRD	mp3		Science C9 U20 Evolution 2076.07.24 ( Theories of evolution.....Lamark's theory.....)_.B.mp3		Science C9 U20 Evolution 2076.07.24   Theories of evolution.....Lamark's theory.....  .B	../content/CEHRD/Class9/Science/
9	9		9S20	Science	Biology	Other Biology	Evolution	np	CEHRD	mp3		Science C9 U20 Evolution 2076.07.25 ( Theories of evolution......Darwin's theory.....)_.B.mp3		Science C9 U20 Evolution 2076.07.25   Theories of evolution......Darwin's theory.....  .B	../content/CEHRD/Class9/Science/
9	9		9N01	Language	Nepali	Contexts	Narration	np	CEHRD	mp3		C9  Nepali U1 Dui Mitiko Katha paragraph 1 to 7_.B.mp3		C9  Nepali U1 Dui Mitiko Katha paragraph 1 to 7 .B	../content/CEHRD/Class9/Nepali/
9	9		9N01	Language	Nepali	Contexts	Narration	np	CEHRD	mp3		C9  Nepali U1 Dui Mitiko Katha paragraph 8 to 37_.B.MP3		C9  Nepali U1 Dui Mitiko Katha paragraph 8 to 37 .B	../content/CEHRD/Class9/Nepali/
9	9		9N01	Language	Nepali	Contexts	Narration	np	CEHRD	mp3		C9  Nepali U1 Dui Mitiko Katha paragraph 38 to 51_.B.mp3		C9  Nepali U1 Dui Mitiko Katha paragraph 38 to 51 .B	../content/CEHRD/Class9/Nepali/
9	9		9N01	Language	Nepali	Contexts	Narration	np	CEHRD	mp3		C9  Nepali U1 Dui Mitiko Katha paragraph Byakaran_.B.mp3		C9  Nepali U1 Dui Mitiko Katha paragraph Byakaran .B	../content/CEHRD/Class9/Nepali/
9	9		9N02	Language	Nepali	Contexts	Locations	np	CEHRD	mp3		C9  Nepali U2 Yatra Suru Garaun paragrapha  2_.B.mp3		C9  Nepali U2 Yatra Suru Garaun paragrapha  2 .B	../content/CEHRD/Class9/Nepali/
9	9		9N02	Language	Nepali	Contexts	Locations	np	CEHRD	mp3		C9  Nepali U2 Yatra Suru Garaun paragrapha 1 _.B.mp3		C9  Nepali U2 Yatra Suru Garaun paragrapha 1  .B	../content/CEHRD/Class9/Nepali/
9	9		9N02	Language	Nepali	Contexts	Locations	np	CEHRD	mp3		C9  Nepali U2 Yatra Suru Garaun paragrapha Byakaran_.B.mp3		C9  Nepali U2 Yatra Suru Garaun paragrapha Byakaran .B	../content/CEHRD/Class9/Nepali/
9	9		9N02	Language	Nepali	Contexts	Locations	np	CEHRD	mp3		C9  Nepali U2 Yatra Suru Garaun paragrapha3 to 4_.B.mp3		C9  Nepali U2 Yatra Suru Garaun paragrapha3 to 4 .B	../content/CEHRD/Class9/Nepali/
9	9		9N04	Language	Nepali	Contexts	Identity	np	CEHRD	mp3		C9  Nepali U4 Ma ko Hun paragraph 1  to 4_.B.mp3		C9  Nepali U4 Ma ko Hun paragraph 1  to 4 .B	../content/CEHRD/Class9/Nepali/
9	9		9N04	Language	Nepali	Contexts	Identity	np	CEHRD	mp3		C9  Nepali U4 Ma ko Hun paragraph 5  to 8_.B.mp3		C9  Nepali U4 Ma ko Hun paragraph 5  to 8 .B	../content/CEHRD/Class9/Nepali/
9	9		9N04	Language	Nepali	Contexts	Identity	np	CEHRD	mp3		C9  Nepali U4 Ma ko Hun paragraph 9  to 12_.B.mp3		C9  Nepali U4 Ma ko Hun paragraph 9  to 12 .B	../content/CEHRD/Class9/Nepali/
9	9		9N04	Language	Nepali	Contexts	Identity	np	CEHRD	mp3		C9  Nepali U4 Ma ko Hun paragraph 13  to 14_.B.mp3		C9  Nepali U4 Ma ko Hun paragraph 13  to 14 .B	../content/CEHRD/Class9/Nepali/
9	9		9N04	Language	Nepali	Contexts	Identity	np	CEHRD	mp3		C9  Nepali U4 Ma ko Hun paragraph Byakaran_.B.mp3		C9  Nepali U4 Ma ko Hun paragraph Byakaran .B	../content/CEHRD/Class9/Nepali/
9	9		9N05	Language	Nepali	Contexts	Caution	np	CEHRD	mp3		C9  Nepali U5 Manab Bechbikhan Byakaran  wakya _.B.mp3		C9  Nepali U5 Manab Bechbikhan Byakaran  wakya  .B	../content/CEHRD/Class9/Nepali/
9	9		9N05	Language	Nepali	Contexts	Caution	np	CEHRD	mp3		C9  Nepali U5 Manab Bechbikhan Byakaran Sabdabarga _.B.mp3		C9  Nepali U5 Manab Bechbikhan Byakaran Sabdabarga  .B	../content/CEHRD/Class9/Nepali/
9	9		9N05	Language	Nepali	Contexts	Caution	np	CEHRD	mp3		C9  Nepali U5 Manab Bechbikhan paragraph 1  to 10 _.B.mp3		C9  Nepali U5 Manab Bechbikhan paragraph 1  to 10  .B	../content/CEHRD/Class9/Nepali/
9	9		9N05	Language	Nepali	Contexts	Caution	np	CEHRD	mp3		C9  Nepali U5 Manab Bechbikhan paragraph 11  to 21 _.B.mp3		C9  Nepali U5 Manab Bechbikhan paragraph 11  to 21  .B	../content/CEHRD/Class9/Nepali/
9	9		9N05	Language	Nepali	Contexts	Caution	np	CEHRD	mp3		C9  Nepali U5 Manab Bechbikhan paragraph 22  to 32 _.B.mp3		C9  Nepali U5 Manab Bechbikhan paragraph 22  to 32  .B	../content/CEHRD/Class9/Nepali/
9	9		9N06	Language	Nepali	Contexts	Conversation	np	CEHRD	mp3		C9  Nepali U6  Bahinilai Chhiti (chhitti Lekhan) _.B.mp3		C9  Nepali U6  Bahinilai Chhiti  chhitti Lekhan   .B	../content/CEHRD/Class9/Nepali/
9	9		9N06	Language	Nepali	Contexts	Conversation	np	CEHRD	mp3		C9  Nepali U6  Bahinilai Chhiti 1 _.B.mp3		C9  Nepali U6  Bahinilai Chhiti 1  .B	../content/CEHRD/Class9/Nepali/
9	9		9N06	Language	Nepali	Contexts	Conversation	np	CEHRD	mp3		C9  Nepali U6  Bahinilai Chhiti Byakaran  _.B.mp3		C9  Nepali U6  Bahinilai Chhiti Byakaran   .B	../content/CEHRD/Class9/Nepali/
9	9		9N07	Language	Nepali	Contexts	Wants	np	CEHRD	mp3		C9  Nepali U7  Nirdrra Byakaran (Kal) _.B.mp3		C9  Nepali U7  Nirdrra Byakaran  Kal   .B	../content/CEHRD/Class9/Nepali/
9	9		9N07	Language	Nepali	Contexts	Wants	np	CEHRD	mp3		C9  Nepali U7  Nirdrra paragraph 1  to 7 _.B.mp3		C9  Nepali U7  Nirdrra paragraph 1  to 7  .B	../content/CEHRD/Class9/Nepali/
9	9		9N07	Language	Nepali	Contexts	Wants	np	CEHRD	mp3		C9  Nepali U7  Nirdrra paragraph 8  to 17 _.B.mp3		C9  Nepali U7  Nirdrra paragraph 8  to 17  .B	../content/CEHRD/Class9/Nepali/
9	9		9N07	Language	Nepali	Contexts	Wants	np	CEHRD	mp3		C9  Nepali U7  Nirdrra paragraph 18  to 27 _.B.mp3		C9  Nepali U7  Nirdrra paragraph 18  to 27  .B	../content/CEHRD/Class9/Nepali/
9	9		9N11	Language	Nepali	Contexts	Conversation	np	CEHRD	mp3		C9  Nepali U11  Doctor Uncle Byakaran _.B.mp3		C9  Nepali U11  Doctor Uncle Byakaran  .B	../content/CEHRD/Class9/Nepali/
9	9		9N11	Language	Nepali	Contexts	Conversation	np	CEHRD	mp3		C9  Nepali U11  Doctor Uncle paragraph 1  to 7 _.B.mp3		C9  Nepali U11  Doctor Uncle paragraph 1  to 7  .B	../content/CEHRD/Class9/Nepali/
9	9		9N11	Language	Nepali	Contexts	Conversation	np	CEHRD	mp3		C9  Nepali U11  Doctor Uncle paragraph 8   to 17 _.B.mp3		C9  Nepali U11  Doctor Uncle paragraph 8   to 17  .B	../content/CEHRD/Class9/Nepali/
9	9		9N11	Language	Nepali	Contexts	Conversation	np	CEHRD	mp3		C9  Nepali U11  Doctor Uncle paragraph 18   to 30 _.B.mp3		C9  Nepali U11  Doctor Uncle paragraph 18   to 30  .B	../content/CEHRD/Class9/Nepali/
9	9		9N15	Language	Nepali	Contexts	Locations	np	CEHRD	mp3		C9  Nepali U15  chhatrabas (nebaden lekhan) _.B.mp3		C9  Nepali U15  chhatrabas  nebaden lekhan   .B	../content/CEHRD/Class9/Nepali/
9	9		9N15	Language	Nepali	Contexts	Locations	np	CEHRD	mp3		C9  Nepali U15  chhatrabas 1 _.B.mp3		C9  Nepali U15  chhatrabas 1  .B	../content/CEHRD/Class9/Nepali/
9	9		9N15	Language	Nepali	Contexts	Locations	np	CEHRD	mp3		C9  Nepali U15  chhatrabas Byakaran_.B.mp3		C9  Nepali U15  chhatrabas Byakaran .B	../content/CEHRD/Class9/Nepali/
9	9		9N03	Language	Nepali	Song		np	CEHRD	mp3		C9 Nepali U3 Ramsharan Daranal Byakaran_.B.mp3		C9 Nepali U3 Ramsharan Daranal Byakaran .B	../content/CEHRD/Class9/Nepali/
9	9		9N03	Language	Nepali	Song		np	CEHRD	mp3		C9 Nepali U3 Ramsharan Daranal paragraph 1 to 4_.B.mp3		C9 Nepali U3 Ramsharan Daranal paragraph 1 to 4 .B	../content/CEHRD/Class9/Nepali/
9	9		9N03	Language	Nepali	Song		np	CEHRD	mp3		C9 Nepali U3 Ramsharan Daranal paragraph 5 to 8_.B.mp3		C9 Nepali U3 Ramsharan Daranal paragraph 5 to 8 .B	../content/CEHRD/Class9/Nepali/
9	9		9N03	Language	Nepali	Song		np	CEHRD	mp3		C9 Nepali U3 Ramsharan Daranal paragraph 9 to 11_.B.mp3		C9 Nepali U3 Ramsharan Daranal paragraph 9 to 11 .B	../content/CEHRD/Class9/Nepali/
9	9		9N03	Language	Nepali	Song		np	CEHRD	mp3		C9 Nepali U3 Ramsharan Daranal paragraph 12  to 14_.B.mp3		C9 Nepali U3 Ramsharan Daranal paragraph 12  to 14 .B	../content/CEHRD/Class9/Nepali/
9	9		9N08	Language	Nepali	Contexts	Other	np	CEHRD	mp3		U 8  Basanta kokil Byakarna _.B.mp3		U 8  Basanta kokil Byakarna  .B	../content/CEHRD/Class9/Nepali/
9	9		9N08	Language	Nepali	Contexts	Other	np	CEHRD	mp3		U 8  Basanta kokil Byakarna Sabad Bhandar_.B.mp3		U 8  Basanta kokil Byakarna Sabad Bhandar .B	../content/CEHRD/Class9/Nepali/
9	9		9N08	Language	Nepali	Contexts	Other	np	CEHRD	mp3		U 8  Basanta kokil Para 1 -3 _.B.mp3		U 8  Basanta kokil Para 1 -3  .B	../content/CEHRD/Class9/Nepali/
9	9		9N08	Language	Nepali	Contexts	Other	np	CEHRD	mp3		U 8  Basanta kokil Para 4 -7 _.B.mp3		U 8  Basanta kokil Para 4 -7  .B	../content/CEHRD/Class9/Nepali/
9	9		9N08	Language	Nepali	Contexts	Other	np	CEHRD	mp3		U 8  Basanta kokil Para 8 -9 _.B.mp3		U 8  Basanta kokil Para 8 -9  .B	../content/CEHRD/Class9/Nepali/
